REF_AREA,TIME_PERIOD,IMF_WEO_BCA,IMF_WEO_BCA_NGDPD,IMF_WEO_GGR,IMF_WEO_GGR_NGDP,IMF_WEO_GGSB,IMF_WEO_GGSB_NPGDP,IMF_WEO_GGX,IMF_WEO_GGXCNL,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGXWDG,IMF_WEO_GGXWDG_NGDP,IMF_WEO_GGXWDN,IMF_WEO_GGXWDN_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_LE,IMF_WEO_LP,IMF_WEO_LUR,IMF_WEO_NGAP_NPGDP,IMF_WEO_NGDP,IMF_WEO_NGDPD,IMF_WEO_NGDPDPC,IMF_WEO_NGDPPC,IMF_WEO_NGDPRPC,IMF_WEO_NGDPRPPPPC,IMF_WEO_NGDP_D,IMF_WEO_NGDP_FY,IMF_WEO_NGDP_R,IMF_WEO_NGDP_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_PCPI,IMF_WEO_PCPIE,IMF_WEO_PCPIEPCH,IMF_WEO_PCPIPCH,IMF_WEO_PPPEX,IMF_WEO_PPPGDP,IMF_WEO_PPPPC,IMF_WEO_PPPSH,IMF_WEO_TMG_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_TX_RPCH,g_growth,g_growth_next,target
ESP,1983,-2.455,-1.42,46.308,32.105,-9.825,,53.305,-6.997,-4.851,-6.647,-4.608,43.817,30.378,,,36.956,11.809,38.397,17.215,-5.403,148.266,172.856,4501.84,3861.42,13120.42,21160.93,29.431,144.241,503.781,1.652,19.429,21.467,29.078,31.101,12.235,12.174,0.407,364.486,9492.63,2.143,-1.425,-1.194,10.579,9.613,-1.42,1.21,0
ESP,1984,2.086,1.21,52.09,32.227,-10.861,,61.054,-8.963,-5.545,-7.515,-4.649,59.926,37.075,,,37.772,11.495,38.55,19.937,-5.644,166.147,172.381,4471.65,4309.92,13290.23,21434.8,32.429,161.636,512.336,1.698,20.462,19.819,32.359,33.903,9.009,11.28,0.433,384.054,9962.53,2.087,-1.322,-1.334,13.985,12.036,1.21,1.149,0
ESP,1985,2.088,1.149,61.173,33.957,-16.096,,73.778,-12.604,-6.997,-8.683,-4.82,75.769,42.059,44.683,24.803,40.953,11.377,38.686,21.305,-5.423,185.178,181.62,4694.76,4786.71,13556.31,21863.94,35.31,180.15,524.436,2.362,20.854,20.269,35.211,36.676,8.178,8.815,0.457,405.556,10483.33,2.063,9.847,7.545,0.994,0.669,1.149,1.463,0
ESP,1986,3.677,1.463,71.137,34.628,-13.486,,83.672,-12.535,-6.102,-6.93,-3.373,88.955,43.301,57.201,27.844,40.73,11.589,38.798,20.907,-5.299,211.166,251.304,6477.3,5442.76,13981.13,22549.1,38.929,205.433,542.434,3.432,21.772,20.885,38.308,39.706,8.261,8.795,0.493,427.919,11029.53,2.062,19.899,17.189,-5.22,0.23,1.463,-0.012,0
ESP,1987,-0.037,-0.012,83.195,36.282,-8.954,,90.93,-7.735,-3.373,-2.315,-1.01,98.919,43.139,65.187,28.428,39.655,12.147,38.888,20.223,-2.757,235.703,318.389,8187.29,6061.05,14744.87,23780.87,41.106,229.304,573.402,5.709,21.516,22.13,40.318,41.53,4.593,5.248,0.508,463.559,11920.28,2.101,27.959,24.787,6.622,5.269,-0.012,-0.985,0
ESP,1988,-3.685,-0.985,92.434,36.338,-13.889,,101.337,-8.903,-3.5,-2.193,-0.862,100.796,39.626,73.88,29.044,39.839,12.617,38.971,19.238,-0.536,261.468,374.068,9598.67,6709.34,15491.16,24984.51,43.311,254.37,603.703,5.285,22.382,24.027,42.268,43.956,5.844,4.837,0.517,505.267,12965.27,2.116,16.384,16.087,5.627,3.815,-0.985,-2.789,0
ESP,1989,-11.508,-2.789,108.983,38.202,-17.614,,117.759,-8.776,-3.076,-0.998,-0.35,117.061,41.033,81.511,28.572,41.278,13.066,39.048,17.24,1.504,293.242,412.59,10566.13,7509.71,16234.02,26182.61,46.259,285.281,633.912,5.004,21.898,25.41,45.139,46.986,6.893,6.791,0.532,551.355,14119.8,2.143,17.804,17.712,5.83,1.428,-2.789,-3.37,0
ESP,1990,-18.054,-3.37,121.694,38.263,-19.679,,134.46,-12.767,-4.014,-3.533,-1.111,135.2,42.51,93.36,29.355,42.277,13.394,39.117,16.238,2.505,326.919,535.652,13693.64,8357.51,16828.97,27142.16,49.661,318.044,658.296,3.847,21.552,25.683,48.173,50.06,6.542,6.722,0.55,593.992,15185.05,2.139,9.043,9.624,10.437,4.694,-3.37,-3.479,0
ESP,1991,-20.055,-3.479,136.635,39.14,-23.482,,153.086,-16.451,-4.713,-5.586,-1.6,150.409,43.086,107.222,30.715,43.853,13.499,39.221,16.313,2.268,358.833,576.446,14697.5,9149.08,17208.32,27753.98,53.167,349.091,674.921,2.525,20.718,24.954,51.032,52.826,5.524,5.934,0.57,629.591,16052.54,2.141,11.537,10.339,11.318,8.252,-3.479,-3.4,0
ESP,1992,-21.424,-3.4,153.192,40.753,-19.077,,169.69,-16.499,-4.389,-2.579,-0.686,170.738,45.421,125.017,33.258,45.142,13.257,39.35,18.353,0.427,386.39,630.122,16013.16,9819.23,17297.52,27897.86,56.767,375.9,680.663,0.851,18.88,22.979,54.678,55.657,5.36,7.145,0.595,649.417,16503.49,1.943,5.903,6.823,7.057,7.503,-3.4,-1.985,0
ESP,1993,-10.509,-1.985,158.802,40.533,-19.684,,186.583,-27.781,-7.091,-10.272,-2.622,220.028,56.16,149.479,38.153,47.624,12.71,39.473,22.64,-3.457,402.72,529.319,13409.7,10202.46,17017.3,27445.91,59.953,391.787,671.721,-1.314,19.289,20.989,57.176,58.399,4.926,4.569,0.614,656.075,16620.94,1.881,-7.115,-5.224,10.362,7.839,-1.985,-2.164,0
ESP,1994,-11.496,-2.164,164.643,39.639,-21.657,,191.639,-26.995,-6.499,-9.76,-2.35,243.746,58.683,181.678,43.74,46.138,12.621,39.579,24.118,-3.707,426.949,531.137,13419.62,10787.22,17367.8,28011.21,62.11,415.358,687.403,2.335,19.051,20.906,59.874,60.931,4.336,4.718,0.623,685.729,17325.52,1.87,15.485,11.447,20.272,16.67,-2.164,-1.251,0
ESP,1995,-7.68,-1.251,171.852,38.428,-17.938,-3.667,203.119,-31.267,-6.992,-10.968,-2.453,283.457,63.384,246.779,55.183,45.42,12.936,39.672,22.9,-2.279,459.685,613.946,15475.61,11587.17,18041.46,29097.7,64.225,447.205,715.738,4.122,21.004,21.978,62.672,63.563,4.32,4.674,0.631,728.964,18374.84,1.878,13.227,11.275,9.519,8.31,-1.251,-0.859,0
ESP,1996,-5.5,-0.859,180.938,38.184,-11.197,-2.159,209.619,-28.681,-6.053,-6.612,-1.395,319.976,67.526,279.008,58.88,44.237,13.152,39.764,22.08,-3.867,487.078,640.026,16095.75,12249.33,18435.63,29733.43,66.444,473.855,733.068,2.421,20.894,21.787,64.928,65.644,3.273,3.599,0.641,760.284,19120.07,1.852,8.086,8.822,10.69,10.318,-0.859,-0.727,0
ESP,1997,-4.286,-0.727,195.317,38.759,-6.207,-1.14,215.345,-20.028,-3.974,1.122,0.223,333.627,66.206,295.95,58.729,42.734,13.626,39.869,20.61,-2.936,517.983,589.376,14782.95,12992.24,19097.82,30801.42,68.03,503.921,761.405,3.865,21.379,22.15,66.146,66.877,1.879,1.877,0.645,803.289,20148.39,1.848,13.429,13.272,16.415,14.99,-0.727,-1.685,0
ESP,1998,-10.421,-1.685,213.065,39.494,-9.338,-1.627,227.659,-14.594,-2.705,5.61,1.04,346.417,64.212,303.149,56.191,42.199,14.235,40.008,18.605,-1.66,554.548,618.414,15457.11,13860.8,19881.59,32065.5,69.717,539.493,795.43,4.469,21.673,23.54,67.313,67.785,1.358,1.764,0.653,848.619,21211.03,1.879,14.618,14.845,6.729,8.018,-1.685,-3.237,0
ESP,1999,-20.587,-3.237,230.469,39.74,-5.844,-0.966,237.851,-7.382,-1.273,11.041,1.904,362.223,62.459,305.1,52.609,41.013,14.888,40.215,15.64,-0.63,596.126,635.968,15814.19,14823.47,20718.02,33414.52,71.549,579.942,833.175,4.745,21.594,25.211,68.817,69.669,2.778,2.235,0.661,901.466,22416.17,1.902,13.2,13.657,6.217,7.479,-3.237,-4.31,0
ESP,2000,-25.801,-4.31,245.833,37.946,-9.244,-1.434,253.353,-7.52,-1.161,10.662,1.646,374.557,57.815,306.164,47.258,39.107,15.645,40.554,13.857,0.493,647.851,598.628,14761.11,15974.87,21582.75,34809.16,74.017,647.851,875.275,5.053,22.33,26.64,71.215,72.46,4.007,3.484,0.669,968.468,23880.73,1.907,10.268,10.822,10.126,10.244,-4.31,-4.375,0
ESP,2001,-27.47,-4.375,266.085,37.958,-8.433,-1.22,269.274,-3.189,-0.455,14.262,2.035,378.883,54.05,311.648,44.458,38.413,16.291,40.766,10.54,1.385,700.993,627.834,15400.91,17195.51,22314.99,35990.15,77.058,700.993,909.694,3.932,22.084,26.459,73.227,74.28,2.512,2.825,0.681,1029.22,25246.89,1.934,3.289,3.656,3.388,3.938,-4.375,-3.73,0
ESP,2002,-26.417,-3.73,287.233,38.321,-7.903,-1.069,289.607,-2.374,-0.317,14.59,1.946,384.145,51.25,307.546,41.031,38.637,16.79,41.424,11.45,1.366,749.552,708.256,17097.92,18094.84,22560.06,36385.4,80.207,749.552,934.517,2.729,22.954,26.684,75.856,77.26,4.012,3.59,0.698,1073.73,25920.81,1.933,4.107,3.677,2.879,1.431,-3.73,-3.883,0
ESP,2003,-35.229,-3.883,304.862,38.0,-9.675,-1.224,307.871,-3.009,-0.375,13.145,1.638,382.775,47.712,309.302,38.554,38.375,17.476,42.196,11.485,1.539,802.266,907.264,21501.07,19012.74,22807.39,36784.3,83.362,802.266,962.386,2.982,23.62,27.503,78.21,79.34,2.692,3.103,0.711,1127.58,26722.33,1.913,6.769,6.038,4.835,3.565,-3.883,-5.482,0
ESP,2004,-58.579,-5.482,332.795,38.722,-9.982,-1.184,333.613,-0.818,-0.095,14.242,1.657,389.888,45.366,308.397,35.884,38.818,18.142,42.859,10.965,1.948,859.437,1068.57,24932.13,20052.58,23156.42,37347.22,86.596,859.437,992.465,3.125,22.803,28.285,80.598,81.94,3.277,3.054,0.72,1194.09,27860.79,1.874,10.562,9.661,5.846,4.306,-5.482,-7.254,0
ESP,2005,-83.74,-7.254,368.278,39.713,-3.095,-0.343,356.857,11.421,1.232,25.204,2.718,393.479,42.43,295.118,31.824,38.481,19.207,43.663,9.153,2.899,927.357,1154.35,26438.03,21239.16,23560.55,37999.01,90.147,927.357,1028.72,3.653,22.133,29.387,83.326,84.99,3.722,3.384,0.726,1276.52,29235.93,1.855,6.758,6.964,0.088,1.89,-7.254,-8.851,0
ESP,2006,-111.57,-8.851,407.149,40.56,-0.79,-0.082,385.827,21.322,2.124,33.919,3.379,392.132,39.064,268.976,26.795,38.436,19.939,44.361,8.453,4.079,1003.82,1260.47,28414.13,22628.75,24140.11,38933.75,93.739,1003.82,1070.87,4.098,21.714,30.565,86.293,87.3,2.718,3.561,0.733,1369.8,30878.89,1.835,7.869,8.214,3.475,4.73,-8.851,-9.432,0
ESP,2007,-139.047,-9.432,442.491,41.141,-7.736,-0.754,422.204,20.287,1.886,31.827,2.959,384.662,35.765,241.388,22.443,39.255,20.58,45.236,8.233,4.825,1075.54,1474.18,32588.56,23776.17,24526.75,39557.32,96.94,1075.54,1109.49,3.607,21.01,30.442,88.747,91.04,4.284,2.843,0.738,1457.66,32223.44,1.805,9.287,8.242,10.08,7.599,-9.432,-8.903,0
ESP,2008,-145.274,-8.903,409.092,36.87,-70.337,-6.547,459.823,-50.731,-4.572,-39.22,-3.535,440.621,39.712,282.091,25.424,41.443,20.47,45.983,11.245,3.272,1109.54,1631.69,35484.39,24129.29,24342.73,39260.54,99.123,1109.54,1119.36,0.889,19.551,28.455,92.413,92.36,1.45,4.131,0.74,1498.95,32597.78,1.77,-6.029,-5.508,-0.978,-0.907,-8.903,-4.088,0
ESP,2009,-60.907,-4.088,373.779,34.955,-108.3,-9.913,494.355,-120.576,-11.276,-106.476,-9.957,569.535,53.261,391.378,36.601,46.231,19.107,46.368,17.855,-2.126,1069.32,1489.85,32131.38,23061.88,23231.83,37468.85,99.268,1069.32,1077.2,-3.766,19.215,23.303,92.192,93.19,0.899,-0.239,0.737,1451.4,31302.02,1.711,-19.256,-18.303,-11.429,-10.839,-4.088,-3.656,0
ESP,2010,-52.028,-3.656,391.622,36.508,-85.953,-7.777,493.815,-102.193,-9.527,-85.819,-8.0,649.153,60.515,493.357,45.992,46.034,18.724,46.562,19.858,-2.937,1072.71,1423.27,30566.88,23038.05,23172.76,37373.57,99.419,1072.71,1078.98,0.165,18.648,22.303,94.075,95.86,2.865,2.043,0.729,1471.46,31601.9,1.628,8.195,6.198,11.753,9.064,-3.656,-2.724,0
ESP,2011,-40.321,-2.724,387.37,36.415,-75.671,-6.811,490.976,-103.606,-9.74,-82.691,-7.773,743.043,69.85,599.805,56.385,46.155,18.421,46.736,21.39,-4.251,1063.76,1480.45,31676.69,22760.98,22898.63,36931.45,99.399,1063.76,1070.2,-0.814,17.848,20.572,96.944,98.11,2.347,3.05,0.714,1489.6,31872.36,1.554,-0.502,-0.587,8.773,8.176,-2.724,0.086,0
ESP,2012,1.139,0.086,390.992,37.92,-30.352,-2.721,510.092,-119.1,-11.551,-92.848,-9.005,927.813,89.983,746.968,72.444,49.47,17.633,46.766,24.788,-7.553,1031.1,1325.59,28344.91,22047.97,22206.09,35814.51,99.288,1031.1,1038.5,-2.962,18.522,18.436,99.306,101.06,3.007,2.436,0.695,1483.65,31724.78,1.47,-5.728,-5.836,0.926,0.93,0.086,2.038,0
ESP,2013,27.624,2.038,396.627,38.859,-19.187,-1.712,473.465,-76.838,-7.528,-46.413,-4.547,1025.66,100.488,834.073,81.718,46.387,17.139,46.593,26.095,-8.95,1020.68,1355.6,29094.34,21906.12,21976.26,35443.83,99.681,1020.68,1023.95,-1.401,19.248,17.21,100.825,101.37,0.307,1.53,0.675,1512.56,32463.13,1.428,0.611,-0.215,6.291,4.384,2.038,1.699,0
ESP,2014,23.307,1.699,405.016,39.223,-13.331,-1.19,468.113,-63.097,-6.11,-32.099,-3.109,1084.85,105.059,890.487,86.237,45.333,17.344,46.455,24.443,-7.788,1032.61,1372.17,29537.63,22228.08,22349.66,36046.06,99.456,1032.61,1038.26,1.398,19.593,17.894,100.633,100.22,-1.134,-0.19,0.662,1558.99,33558.98,1.419,6.597,6.798,3.843,4.523,1.699,2.025,0
ESP,2015,24.223,2.025,417.646,38.739,-24.147,-2.133,474.881,-57.235,-5.309,-29.083,-2.698,1113.66,103.299,927.392,86.022,44.048,17.866,46.41,22.058,-4.783,1078.09,1196.28,25776.22,23229.66,23229.66,37465.35,100.0,1078.09,1078.09,3.837,21.012,18.987,100.0,100.09,-0.13,-0.629,0.665,1622.26,34954.85,1.446,5.075,5.078,3.91,4.316,2.025,3.174,0
ESP,2016,39.14,3.174,425.315,38.165,-28.583,-2.494,473.208,-47.893,-4.298,-21.163,-1.899,1145.05,102.749,970.968,87.128,42.462,18.342,46.45,19.635,-2.776,1114.42,1233.22,26549.36,23991.88,23914.81,38570.38,100.322,1114.42,1110.84,3.038,21.917,18.744,99.663,101.5,1.409,-0.337,0.643,1733.94,37329.29,1.488,1.718,2.65,4.235,5.372,3.174,2.771,0
ESP,2017,36.373,2.771,444.037,38.197,-28.02,-2.384,480.265,-36.228,-3.116,-10.129,-0.871,1183.41,101.8,1001.89,86.185,41.313,18.825,46.533,17.225,-1.075,1162.49,1312.78,28211.93,24982.17,24582.84,39647.79,101.624,1162.49,1143.91,2.977,22.171,19.401,101.693,102.74,1.222,2.036,0.63,1844.93,39647.79,1.504,7.012,6.785,5.073,5.514,2.771,1.878,0
ESP,2018,26.715,1.878,472.14,39.219,-26.354,-2.188,503.364,-31.224,-2.594,-4.843,-0.402,1208.86,100.415,1022.18,84.909,41.813,19.328,46.729,15.255,-0.03,1203.86,1422.35,30438.34,25762.67,25038.66,40382.95,102.892,1203.86,1170.03,2.283,22.346,20.468,103.458,104.0,1.226,1.736,0.624,1930.28,41308.04,1.485,2.747,3.92,1.402,1.723,1.878,2.106,0
ESP,2019,29.372,2.106,488.536,39.224,-37.832,-3.051,526.652,-38.116,-3.06,-12.55,-1.008,1223.36,98.221,1042.67,83.714,42.284,19.779,47.105,14.105,0.442,1245.51,1394.47,29603.3,26441.01,25331.13,40854.65,104.381,1245.51,1193.23,1.983,22.936,20.829,104.264,104.88,0.846,0.78,0.622,2001.6,42492.03,1.474,-0.067,1.288,0.797,2.213,2.106,0.618,0
ESP,2020,7.887,0.618,467.572,41.784,-54.937,-4.492,580.771,-113.199,-10.116,-90.325,-8.072,1345.79,120.266,1154.06,103.132,51.9,19.202,47.356,15.533,-8.504,1119.01,1277.11,26968.37,23629.9,22383.94,36101.36,105.566,1119.01,1060.01,-11.165,21.087,20.47,103.913,104.28,-0.572,-0.337,0.621,1801.6,38044.07,1.348,-11.22,-15.013,-8.594,-20.054,0.618,0.761,0
ESP,2021,11.009,0.761,529.208,43.296,-50.497,-3.959,611.47,-82.262,-6.73,-58.348,-4.774,1428.13,116.841,1236.4,101.155,50.027,19.774,47.331,14.785,-4.176,1222.29,1446.61,30563.55,25824.14,23828.76,38431.58,108.374,1222.29,1127.85,6.4,22.351,21.59,107.038,111.13,6.569,3.008,0.61,2004.79,42356.62,1.348,15.011,14.917,9.343,13.496,0.761,0.612,0
ESP,2022,8.682,0.612,574.095,42.64,-60.282,-4.458,637.831,-63.736,-4.734,-34.886,-2.591,1502.8,111.618,1311.07,97.378,47.374,20.391,47.615,12.918,-0.43,1346.38,1418.92,29799.75,28276.3,25053.77,40407.31,112.862,1346.38,1192.94,5.771,22.093,21.481,115.947,117.22,5.48,8.323,0.593,2269.79,47669.67,1.38,5.405,6.988,4.523,15.154,0.612,2.6,0
EST,1993,0.021,1.178,,,,,,,,,,,,,,,0.699,1.499,6.526,,1.512,1.791,1194.19,1008.61,6134.6,12169.28,16.441,1.504,9.198,,26.455,25.742,20.035,,,,0.135,11.206,7474.08,0.032,,,,,1.178,-6.587,1
EST,1994,-0.165,-6.587,,,,,,,,,,,,,,,0.675,1.465,7.546,,2.077,2.507,1711.27,1417.81,6174.18,12247.79,22.964,2.066,9.047,-1.642,19.485,26.604,29.583,32.265,,47.656,0.185,11.258,7682.94,0.031,52.983,37.324,28.192,25.9,-6.587,-4.04,0
EST,1995,-0.158,-4.04,1.124,39.272,,,1.131,-0.007,-0.255,0.005,0.17,0.248,8.659,,,39.527,0.633,1.437,9.645,-0.384,2.862,3.909,2721.01,1991.91,6433.03,12761.28,30.964,2.862,9.242,2.155,20.299,26.408,38.163,41.58,28.871,29.003,0.244,11.741,8172.86,0.03,19.948,19.382,20.709,19.371,-4.04,-8.346,1
EST,1996,-0.399,-8.346,1.388,37.708,,,1.422,-0.034,-0.929,-0.019,-0.523,0.269,7.298,-0.018,-0.492,38.636,0.619,1.416,9.881,-1.575,3.68,4.785,3379.95,2599.59,6851.36,13591.13,37.943,3.68,9.699,4.943,19.815,27.487,45.697,46.96,12.939,19.742,0.293,12.547,8863.7,0.031,1.833,2.457,-3.915,-2.468,-8.346,-10.904,1
EST,1997,-0.563,-10.904,1.774,38.787,,,1.637,0.136,2.981,0.154,3.363,0.276,6.033,-0.013,-0.281,35.805,0.617,1.4,9.634,4.261,4.573,5.16,3686.89,3267.52,7834.34,15541.07,41.708,4.573,10.964,13.05,21.666,30.726,49.952,52.11,10.967,9.311,0.317,14.429,10310.16,0.033,15.941,11.986,17.608,12.281,-10.904,-8.459,0
EST,1998,-0.48,-8.459,2.017,39.553,,,1.984,0.033,0.65,0.053,1.046,0.275,5.398,-0.009,-0.177,38.903,0.606,1.386,9.831,1.783,5.1,5.678,4096.13,3679.56,8253.24,16372.05,44.583,5.1,11.44,4.34,21.912,31.623,54.338,54.78,5.124,8.782,0.335,15.225,10983.52,0.034,9.095,11.339,14.729,10.426,-8.459,-4.267,0
EST,1999,-0.246,-4.267,2.013,37.237,,,2.198,-0.185,-3.418,-0.166,-3.078,0.321,5.933,-0.014,-0.263,40.655,0.579,1.39,12.201,-3.671,5.407,5.772,4151.43,3889.18,8193.99,16254.52,47.464,5.407,11.392,-0.425,21.682,25.904,56.022,56.79,3.669,3.098,0.352,15.375,11058.98,0.032,-11.7,-9.317,-6.635,-3.639,-4.267,-5.41,0
EST,2000,-0.309,-5.41,2.238,36.256,-0.009,-0.153,2.244,-0.007,-0.11,-0.002,-0.036,0.316,5.114,-0.017,-0.274,36.366,0.585,1.397,14.602,0.136,6.172,5.707,4084.94,4417.84,8977.04,17807.86,49.213,6.172,12.541,10.088,23.065,28.475,58.224,59.65,5.036,3.932,0.357,17.309,12390.27,0.034,-8.141,-5.352,-14.381,-6.949,-5.41,-7.1,0
EST,2001,-0.445,-7.1,2.467,35.306,0.027,0.388,2.443,0.024,0.338,0.023,0.333,0.333,4.772,-0.162,-2.323,34.967,0.59,1.388,13.009,-0.163,6.987,6.269,4516.22,5033.5,9576.79,18997.6,52.559,6.987,13.294,6.004,22.482,29.582,61.5,62.16,4.208,5.626,0.372,18.761,13515.68,0.035,13.632,12.365,10.0,6.331,-7.1,-11.067,1
EST,2002,-0.818,-11.067,2.827,36.138,0.038,0.481,2.806,0.021,0.264,0.022,0.286,0.443,5.662,-0.345,-4.408,35.874,0.59,1.379,11.227,-0.702,7.823,7.391,5358.42,5671.21,10290.25,20412.88,55.112,7.823,14.194,6.771,21.874,32.941,63.707,63.84,2.703,3.588,0.385,20.343,14748.26,0.037,15.579,13.285,8.812,2.821,-11.067,-12.87,0
EST,2003,-1.273,-12.87,3.208,36.688,0.172,1.953,3.064,0.144,1.652,0.122,1.392,0.49,5.6,-0.644,-7.361,35.036,0.603,1.371,10.342,-0.979,8.744,9.891,7216.27,6379.44,11142.06,22102.63,57.255,8.744,15.273,7.6,22.329,35.198,64.59,64.6,1.19,1.387,0.392,22.321,16284.36,0.038,17.781,14.002,14.241,10.174,-12.87,-11.922,0
EST,2004,-1.45,-11.922,3.552,36.326,0.265,2.672,3.33,0.222,2.266,0.207,2.115,0.5,5.113,-0.894,-9.138,34.06,0.602,1.363,10.14,-1.316,9.777,12.158,8923.19,7175.86,11971.51,23748.03,59.941,9.777,16.312,6.804,22.733,34.655,66.553,67.7,4.799,3.038,0.399,24.481,17967.09,0.038,16.559,16.136,18.28,17.293,-11.922,-8.678,0
EST,2005,-1.226,-8.678,3.941,34.743,0.074,0.662,3.825,0.116,1.026,0.097,0.851,0.533,4.7,-1.101,-9.706,33.718,0.616,1.355,8.031,1.229,11.343,14.126,10426.69,8372.81,13187.22,26159.64,63.492,11.343,17.866,9.526,24.678,33.356,69.293,70.18,3.663,4.117,0.41,27.654,20412.27,0.04,14.773,16.7,26.732,19.923,-8.678,-14.927,1
EST,2006,-2.545,-14.927,4.91,36.185,0.175,1.352,4.537,0.373,2.749,0.34,2.505,0.628,4.629,-1.473,-10.856,33.437,0.652,1.347,5.912,4.623,13.569,17.047,12657.06,10074.87,14560.63,28884.09,69.193,13.569,19.61,9.766,24.905,39.832,72.372,73.76,5.101,4.444,0.434,31.291,23233.21,0.042,24.466,20.703,14.864,9.529,-14.927,-14.86,0
EST,2007,-3.34,-14.86,5.952,36.292,0.018,0.117,5.533,0.419,2.554,0.36,2.195,0.618,3.765,-1.707,-10.409,33.738,0.658,1.341,4.592,8.188,16.401,22.476,16764.94,12233.59,15735.83,31215.35,77.744,16.401,21.097,7.579,25.149,40.008,77.253,80.94,9.734,6.745,0.474,34.574,25788.63,0.043,13.817,12.982,16.611,12.616,-14.86,-8.657,0
EST,2008,-2.115,-8.657,6.07,36.525,-0.625,-3.856,6.556,-0.486,-2.926,-0.557,-3.354,0.749,4.51,-1.313,-7.9,39.451,0.656,1.337,5.455,2.514,16.618,24.433,18273.3,12428.54,14968.35,29692.9,83.032,16.618,20.014,-5.132,22.978,31.635,85.447,87.04,7.536,10.606,0.497,33.432,25003.42,0.039,-7.044,-6.159,-1.212,0.897,-8.657,2.55,0
EST,2009,0.502,2.55,6.072,42.964,-0.069,-0.444,6.48,-0.408,-2.889,-0.441,-3.117,1.023,7.24,-1.346,-9.522,45.852,0.594,1.335,13.549,-9.526,14.132,19.693,14756.39,10589.51,12803.27,25397.99,82.709,14.132,17.086,-14.629,23.56,21.01,85.617,85.41,-1.873,0.199,0.492,28.717,21518.72,0.034,-32.552,-30.604,-23.899,-20.308,2.55,1.783,0
EST,2010,0.349,1.783,5.867,39.798,-0.133,-0.855,5.937,-0.07,-0.477,-0.092,-0.627,0.982,6.661,-1.239,-8.408,40.274,0.568,1.331,16.707,-5.23,14.741,19.568,14696.81,11071.26,13146.16,26078.19,84.217,14.741,17.504,2.444,23.373,21.589,87.963,90.04,5.421,2.741,0.495,29.777,22363.56,0.033,23.224,21.255,34.853,24.216,1.783,1.316,0
EST,2011,0.305,1.316,6.333,37.971,-0.205,-1.242,6.241,0.091,0.547,0.067,0.402,1.027,6.16,-1.121,-6.721,37.425,0.603,1.327,12.325,0.866,16.677,23.21,17484.73,12563.48,14143.86,28057.35,88.826,16.677,18.775,7.263,26.883,25.568,92.432,93.72,4.087,5.08,0.512,32.598,24557.24,0.034,29.139,27.189,32.633,24.173,1.316,-1.897,1
EST,2012,-0.437,-1.897,6.896,38.49,-0.058,-0.331,7.032,-0.135,-0.755,-0.149,-0.829,1.763,9.837,-0.857,-4.784,39.246,0.615,1.323,10.023,1.739,17.917,23.034,17414.24,13545.59,14652.81,29066.95,92.444,17.917,19.381,3.228,27.459,29.356,96.332,97.13,3.638,4.219,0.521,34.385,25996.09,0.034,9.425,9.688,2.725,4.826,-1.897,0.292,0
EST,2013,0.073,0.292,7.215,38.152,-0.022,-0.114,7.266,-0.051,-0.272,-0.062,-0.329,1.934,10.228,-0.825,-4.364,38.424,0.621,1.318,8.628,0.455,18.911,25.116,19056.28,14348.13,14919.51,29596.01,96.17,18.911,19.664,1.458,27.521,27.229,99.459,99.12,2.049,3.247,0.522,36.198,27464.52,0.034,-0.422,2.446,2.731,2.801,0.292,0.716,0
EST,2014,0.191,0.716,7.622,38.019,0.058,0.289,7.571,0.051,0.254,0.043,0.215,2.13,10.624,-0.763,-3.803,37.764,0.625,1.315,7.351,0.522,20.048,26.641,20253.97,15241.81,15399.78,30548.74,98.974,20.048,20.256,3.011,27.866,27.151,99.933,99.18,0.061,0.476,0.527,38.05,28927.86,0.035,2.987,3.047,1.942,2.64,0.716,1.774,0
EST,2015,0.406,1.774,8.075,39.137,0.057,0.275,8.155,-0.08,-0.387,-0.091,-0.442,2.077,10.069,-0.418,-2.025,39.525,0.641,1.315,6.185,-0.495,20.631,22.893,17403.81,15684.4,15684.4,31113.33,100.0,20.631,20.631,1.853,26.868,25.094,100.0,99.01,-0.171,0.068,0.537,38.389,29183.78,0.034,-2.058,-1.887,-1.413,-1.502,1.774,1.231,0
EST,2016,0.296,1.231,8.36,38.442,-0.103,-0.471,8.568,-0.208,-0.955,-0.222,-1.023,2.174,9.997,-0.42,-1.932,39.397,0.645,1.316,6.758,-0.634,21.748,24.066,18290.29,16528.4,16174.62,32085.78,102.187,21.748,21.282,3.155,26.434,25.203,100.8,101.34,2.353,0.8,0.528,41.197,31309.61,0.035,5.788,6.497,5.351,4.822,1.231,2.264,0
