REF_AREA,TIME_PERIOD,IMF_WEO_BCA,IMF_WEO_BCA_NGDPD,IMF_WEO_GGR,IMF_WEO_GGR_NGDP,IMF_WEO_GGSB,IMF_WEO_GGSB_NPGDP,IMF_WEO_GGX,IMF_WEO_GGXCNL,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGXWDG,IMF_WEO_GGXWDG_NGDP,IMF_WEO_GGXWDN,IMF_WEO_GGXWDN_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_LE,IMF_WEO_LP,IMF_WEO_LUR,IMF_WEO_NGAP_NPGDP,IMF_WEO_NGDP,IMF_WEO_NGDPD,IMF_WEO_NGDPDPC,IMF_WEO_NGDPPC,IMF_WEO_NGDPRPC,IMF_WEO_NGDPRPPPPC,IMF_WEO_NGDP_D,IMF_WEO_NGDP_FY,IMF_WEO_NGDP_R,IMF_WEO_NGDP_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_PCPI,IMF_WEO_PCPIE,IMF_WEO_PCPIEPCH,IMF_WEO_PCPIPCH,IMF_WEO_PPPEX,IMF_WEO_PPPGDP,IMF_WEO_PPPPC,IMF_WEO_PPPSH,IMF_WEO_TMG_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_TX_RPCH,g_growth,g_growth_next,target
MLT,2017,0.79,5.859,4.506,37.747,0.322,2.742,4.113,0.393,3.294,0.604,5.058,5.705,47.798,4.225,35.395,34.453,0.219,0.46,4.0,1.754,11.937,13.48,29284.98,25932.38,24892.74,44868.05,104.176,11.937,11.458,10.869,26.475,20.616,102.166,102.98,1.468,1.262,0.578,20.653,44868.05,0.017,5.571,5.571,10.371,10.371,5.859,5.612,0
MLT,2018,0.865,5.612,4.947,37.927,0.057,0.45,4.693,0.255,1.952,0.449,3.44,5.662,43.408,4.259,32.649,35.975,0.237,0.476,3.658,3.12,13.044,15.411,32397.21,27420.64,25873.01,46634.93,105.982,13.044,12.308,7.416,25.465,19.853,103.938,104.41,1.389,1.735,0.575,22.692,47703.24,0.017,9.072,9.072,8.447,8.447,5.612,9.029,0
MLT,2019,1.445,9.029,5.173,36.186,-0.254,-1.863,5.1,0.073,0.513,0.257,1.798,5.72,40.011,4.146,28.999,35.672,0.255,0.494,3.633,5.038,14.296,16.006,32430.42,28966.13,26713.43,48149.76,108.433,14.296,13.185,7.124,29.596,20.568,105.518,105.84,1.37,1.519,0.578,24.717,50079.52,0.018,10.51,10.51,9.686,9.686,9.029,2.198,1
MLT,2020,0.335,2.198,4.763,35.676,-0.819,-5.648,6.048,-1.285,-9.621,-1.114,-8.341,6.975,52.239,5.585,41.827,45.298,0.261,0.515,4.358,-7.898,13.351,15.238,29613.0,25947.14,23532.96,42417.1,110.259,13.351,12.109,-8.157,23.723,21.525,106.355,106.04,0.189,0.794,0.58,23.001,44699.68,0.017,1.518,1.518,-1.813,-1.813,2.198,1.204,0
MLT,2021,0.218,1.204,5.438,35.487,-1.034,-6.642,6.579,-1.141,-7.445,-0.973,-6.348,8.264,53.93,6.701,43.729,42.931,0.269,0.516,3.408,-1.552,15.323,18.136,35140.02,29690.94,26399.06,47583.12,112.47,15.323,13.625,12.514,22.643,21.439,107.115,108.79,2.593,0.715,0.566,27.066,52442.8,0.018,5.074,5.074,7.575,7.575,1.204,-2.976,1
NLD,1980,-0.855,-0.441,81.213,46.519,-9.244,-5.521,88.542,-7.329,-4.198,,,76.148,43.618,,,50.717,5.705,14.091,3.354,1.969,174.58,193.758,13750.49,12389.46,23609.09,30848.89,52.477,174.58,332.676,,23.127,23.569,47.891,48.05,,,1.058,164.984,11708.46,1.23,,,,,-0.441,2.356,0
NLD,1981,3.826,2.356,86.386,47.19,-9.125,-5.079,95.87,-9.484,-5.181,,,85.935,46.944,,,52.371,5.704,14.209,4.583,-0.352,183.061,162.4,11429.73,12883.83,23293.45,30436.46,55.311,183.061,330.967,-0.514,23.133,20.777,51.148,51.54,7.262,6.8,1.019,179.666,12644.87,1.198,-6.062,-6.058,0.9,1.424,2.356,3.194,0
NLD,1982,5.025,3.194,91.577,48.079,-8.541,-4.473,102.713,-11.136,-5.846,,,100.032,52.518,,,53.926,5.573,14.286,6.525,-2.444,190.472,157.338,11013.57,13332.93,22870.29,29883.53,58.298,190.472,326.721,-1.283,22.9,19.706,54.165,53.746,4.281,5.9,1.011,188.321,13182.33,1.179,0.041,0.039,-0.6,-0.446,3.194,3.322,0
NLD,1983,5.089,3.322,96.914,48.974,-8.492,-4.283,108.041,-11.127,-5.623,,,115.733,58.485,,,54.597,5.524,14.34,8.254,-2.389,197.887,153.179,10682.31,13800.08,23185.18,30294.98,59.521,197.887,332.465,1.758,23.75,20.428,55.736,55.342,2.969,2.9,0.994,199.135,13887.15,1.171,3.918,3.916,4.8,3.189,3.322,4.475,0
NLD,1984,6.38,4.475,100.013,48.335,-12.522,-6.164,112.982,-12.969,-6.268,,,128.299,62.005,,,54.602,5.533,14.395,8.09,-0.388,206.918,142.578,9904.97,14374.71,23816.73,31120.2,60.356,206.918,342.832,3.118,25.115,20.641,57.631,56.891,2.799,3.4,0.973,212.756,14780.3,1.156,5.307,5.307,7.4,7.751,4.475,2.936,0
NLD,1985,4.248,2.936,105.35,48.719,-9.586,-4.544,114.629,-9.28,-4.291,,,145.286,67.188,,,53.011,5.654,14.454,7.327,0.254,216.239,144.655,10008.04,14960.67,24349.18,31815.93,61.442,216.239,351.939,2.656,24.051,21.115,58.957,57.83,1.65,2.3,0.96,225.314,15588.56,1.146,6.459,6.464,5.6,5.137,2.936,2.142,0
NLD,1986,4.318,2.142,108.122,48.438,-9.042,-4.128,117.593,-9.47,-4.243,,,154.124,69.046,,,52.68,5.878,14.529,6.52,-0.344,223.219,201.599,13875.19,15363.23,24979.65,32639.73,61.503,223.219,362.94,3.126,24.783,22.641,58.957,57.649,-0.313,,0.942,237.036,16314.17,1.142,4.248,4.245,2.1,2.705,2.142,1.695,0
NLD,1987,4.187,1.695,109.751,48.426,-10.695,-4.777,121.713,-11.962,-5.278,,,161.805,71.393,,,53.703,5.956,14.615,6.337,-1.002,226.639,246.928,16895.4,15507.15,25292.63,33048.7,61.311,226.639,369.655,1.85,24.406,22.71,58.367,57.361,-0.5,-1.0,0.916,247.404,16927.93,1.121,3.695,3.718,4.5,3.49,1.695,2.699,0
NLD,1988,7.132,2.699,112.224,47.455,-8.556,-3.652,122.534,-10.31,-4.36,,,174.524,73.799,,,51.815,6.093,14.715,6.247,-1.331,236.486,264.223,17956.11,16071.14,26272.88,34329.53,61.17,236.486,386.604,4.585,26.678,23.979,58.659,58.052,1.205,0.5,0.883,267.872,18204.1,1.122,6.34,3.213,9.0,7.522,2.699,3.853,0
NLD,1989,10.039,3.853,112.438,44.895,-13.14,-5.386,125.198,-12.76,-5.095,,,184.94,73.844,,,49.99,6.201,14.805,5.674,0.272,250.445,260.532,17597.26,16915.97,27282.64,35648.94,62.003,250.445,403.926,4.481,28.523,24.67,59.304,58.801,1.29,1.1,0.861,290.849,19645.04,1.13,8.423,7.802,7.635,8.612,3.853,2.517,0
NLD,1990,8.089,2.517,118.727,44.811,-12.294,-4.797,129.545,-10.818,-4.083,,,199.046,75.126,,,48.894,6.385,14.893,5.112,1.0,264.949,321.405,21581.58,17790.68,28255.83,36920.56,62.963,264.949,420.802,4.178,26.743,24.226,60.787,61.55,4.676,2.5,0.843,314.341,21107.21,1.132,5.014,3.976,6.081,5.66,2.517,2.255,0
NLD,1991,7.466,2.255,133.239,47.601,-6.08,-2.228,138.993,-5.754,-2.056,,,209.709,74.92,,,49.656,6.546,15.01,4.799,0.209,279.91,331.097,22057.79,18647.68,28721.13,37528.56,64.927,279.91,431.117,2.451,25.628,23.373,62.719,64.08,4.11,3.179,0.841,332.939,22180.48,1.132,5.407,6.335,5.521,6.605,2.255,1.871,0
NLD,1992,6.847,1.871,137.509,47.183,-7.96,-2.773,146.621,-9.112,-3.127,,,220.605,75.696,,,50.31,6.648,15.129,4.865,-0.709,291.435,366.004,24191.96,19263.14,28948.62,37825.8,66.543,291.435,437.968,1.589,25.18,23.309,64.498,65.17,1.701,2.837,0.842,345.938,22865.65,1.035,2.017,2.851,2.403,2.945,1.871,3.71,0
NLD,1993,13.203,3.71,143.304,47.798,-6.67,-2.238,152.715,-9.411,-3.139,,,230.174,76.773,,,50.937,6.697,15.239,5.53,-1.64,299.81,355.931,23356.33,19673.63,29102.87,38027.36,67.6,299.81,443.504,1.264,25.175,21.466,65.558,66.17,1.534,1.642,0.836,358.613,23532.31,1.028,0.683,0.396,4.307,3.967,3.71,4.521,0
NLD,1994,17.294,4.521,144.919,45.972,-8.366,-2.672,156.078,-11.158,-3.54,,,232.017,73.601,,,49.511,6.74,15.342,6.193,-1.59,315.237,382.55,24935.53,20547.92,29778.41,38910.04,69.003,315.237,456.847,3.009,26.208,21.687,66.948,67.47,1.965,2.12,0.836,377.291,24592.73,1.029,10.602,9.032,9.692,8.67,4.521,5.693,0
NLD,1995,25.773,5.693,146.21,44.367,-25.318,-7.539,175.041,-28.831,-8.749,-14.769,-4.482,241.024,73.138,184.169,55.886,53.116,6.801,15.424,7.733,-1.87,329.547,452.71,29350.8,21365.69,30440.37,39775.0,70.189,329.547,469.516,2.773,27.421,21.728,67.85,68.15,1.008,1.348,0.832,395.882,25666.44,1.02,11.787,9.821,10.993,8.376,5.693,4.772,0
NLD,1996,21.502,4.772,153.722,44.606,-3.376,-0.965,160.064,-6.342,-1.84,8.246,2.393,246.012,71.385,189.457,54.975,46.446,6.923,15.494,7.099,-1.51,344.625,450.625,29084.07,22242.64,31362.17,40979.48,70.922,344.625,485.922,3.494,27.333,22.561,68.832,69.45,1.908,1.447,0.826,417.217,26927.83,1.016,5.124,5.323,3.285,4.248,4.772,6.009,0
NLD,1997,25.077,6.009,160.105,43.383,-4.832,-1.303,166.01,-5.905,-1.6,8.739,2.368,242.853,65.806,190.997,51.754,44.984,7.141,15.567,6.101,-0.51,369.046,417.329,26808.39,23706.78,32565.52,42551.84,72.797,369.046,506.951,4.328,28.852,22.843,70.109,70.97,2.189,1.856,0.833,442.778,28443.2,1.019,9.912,11.13,8.849,9.754,6.009,2.971,1
NLD,1998,13.031,2.971,167.259,42.42,-7.018,-1.792,172.681,-5.422,-1.375,9.193,2.332,247.485,62.766,192.701,48.872,43.795,7.347,15.654,4.93,0.71,394.295,438.61,28018.71,25187.82,33896.22,44290.6,74.309,394.295,530.618,4.668,25.915,22.944,71.359,72.03,1.494,1.783,0.841,468.659,29938.22,1.038,8.001,8.392,7.061,6.652,2.971,3.504,0
NLD,1999,15.682,3.504,183.879,43.837,-4.438,-1.082,182.89,0.989,0.236,14.14,3.371,246.208,58.697,191.634,45.686,43.601,7.527,15.76,4.139,2.27,419.459,447.493,28393.85,26615.04,35362.44,46206.44,75.264,419.459,557.32,5.032,26.721,23.217,72.813,73.49,2.027,2.038,0.84,499.208,31675.18,1.053,8.979,9.882,8.642,9.037,3.504,1.738,0
NLD,2000,7.257,1.738,196.896,43.56,-3.059,-0.699,191.53,5.366,1.187,16.573,3.667,235.839,52.176,180.822,40.004,42.373,7.712,15.864,3.66,3.27,452.007,417.664,26327.87,28492.73,36606.54,47832.04,77.835,452.007,580.724,4.199,24.308,22.57,74.523,75.75,3.075,2.347,0.85,531.955,33532.31,1.047,12.662,11.112,14.199,12.304,1.738,2.274,0
NLD,2001,9.814,2.274,205.529,42.651,-9.857,-2.103,207.64,-2.111,-0.438,8.166,1.695,238.641,49.523,186.045,38.608,43.089,7.811,15.987,3.137,2.82,481.881,431.59,26996.17,30141.91,37170.22,48568.57,81.092,481.881,594.243,2.328,24.992,22.718,78.333,79.75,5.281,5.113,0.866,556.595,34815.3,1.046,1.51,2.627,0.819,1.576,2.274,2.33,0
NLD,2002,11.032,2.33,208.733,41.652,-12.062,-2.423,218.881,-10.148,-2.025,-0.485,-0.097,244.876,48.864,194.01,38.714,43.677,7.911,16.105,3.665,0.67,501.137,473.527,29401.98,31116.31,36977.31,48316.51,84.15,501.137,595.53,0.217,23.338,21.009,81.35,82.38,3.298,3.852,0.885,566.469,35172.84,1.02,-0.455,0.353,0.556,0.626,2.33,5.154,0
NLD,2003,29.892,5.154,213.363,41.607,-12.191,-2.348,229.208,-15.845,-3.09,-6.811,-1.328,256.443,50.007,206.727,40.313,44.696,7.951,16.193,5.921,-1.25,512.81,579.925,35814.27,31669.46,36835.9,48131.74,85.974,512.81,596.468,0.158,25.643,20.488,83.162,83.69,1.59,2.227,0.886,578.562,35730.07,0.982,3.041,1.981,2.535,1.822,5.154,7.56,0
NLD,2004,49.75,7.56,221.58,41.864,-5.535,-1.032,231.037,-9.457,-1.787,-0.477,-0.09,266.292,50.312,216.902,40.98,43.651,7.926,16.258,6.773,-1.3,529.286,658.081,40477.3,32555.36,37415.17,48888.64,87.011,529.286,608.297,1.983,27.882,20.321,84.312,84.73,1.243,1.383,0.874,605.901,37267.79,0.951,8.613,6.334,10.081,8.172,7.56,7.047,0
NLD,2005,48.322,7.047,231.996,42.113,0.582,0.105,234.593,-2.597,-0.471,6.087,1.105,274.237,49.781,216.834,39.361,42.585,7.983,16.306,6.961,-1.012,550.883,685.727,42054.88,33785.05,38069.73,49743.93,88.745,550.883,620.747,2.047,27.501,20.454,85.568,86.39,1.959,1.491,0.864,637.691,39108.88,0.927,5.828,5.425,6.045,5.769,7.047,9.085,0
NLD,2006,66.682,9.085,253.438,43.356,-1.344,-0.231,253.629,-0.191,-0.033,8.081,1.382,264.117,45.183,215.126,36.802,43.389,8.106,16.334,6.079,0.303,584.546,733.994,44936.01,35786.61,39318.46,51375.59,91.017,584.546,642.236,3.462,30.109,21.024,86.983,87.87,1.713,1.654,0.859,680.113,41637.32,0.911,9.396,7.605,8.173,7.16,9.085,6.886,1
NLD,2007,58.437,6.886,262.935,42.466,-9.483,-1.562,264.371,-1.436,-0.232,6.846,1.106,266.181,42.99,210.702,34.03,42.698,8.331,16.358,5.295,1.999,619.17,848.659,51880.38,37851.22,40742.23,53235.95,92.904,619.17,666.461,3.772,30.235,23.349,88.363,89.26,1.582,1.587,0.854,724.888,44313.97,0.898,5.364,7.901,5.119,5.36,6.886,4.966,0
NLD,2008,47.266,4.966,282.084,43.585,-10.307,-1.635,281.277,0.807,0.125,9.567,1.478,353.996,54.697,254.507,39.324,43.461,8.523,16.405,4.77,2.642,647.198,951.766,58015.4,39450.31,41506.88,54235.1,95.045,647.198,680.937,2.172,27.297,22.331,90.319,90.74,1.658,2.213,0.857,754.9,46015.36,0.891,1.401,-0.759,0.627,1.681,4.966,5.415,0
NLD,2009,47.141,5.415,266.663,42.677,-25.388,-3.991,299.259,-32.596,-5.217,-24.888,-3.983,354.723,56.77,262.649,42.034,47.894,8.528,16.486,5.422,-1.775,624.842,870.572,52807.45,37901.86,39789.67,51991.29,95.256,624.842,655.964,-3.667,26.136,20.721,91.197,91.37,0.694,0.972,0.854,731.7,44383.67,0.862,-10.665,-7.612,-10.134,-8.566,5.415,6.934,0
NLD,2010,58.805,6.934,273.748,42.828,-31.318,-4.866,307.878,-34.13,-5.34,-26.688,-4.175,378.722,59.251,292.881,45.821,48.167,8.441,16.575,6.082,-0.677,639.187,848.073,51165.82,38563.34,40106.27,52404.98,96.153,639.187,664.761,1.341,27.156,20.222,92.044,93.02,1.806,0.929,0.852,750.525,45280.55,0.83,10.284,8.552,11.111,9.764,6.934,8.535,0
NLD,2011,77.252,8.535,277.741,42.706,-31.734,-4.912,306.631,-28.89,-4.442,-20.598,-3.167,401.263,61.699,316.308,48.636,47.148,8.444,16.656,6.05,0.673,650.359,905.111,54342.11,39047.0,40530.21,52958.92,96.34,650.359,675.063,1.55,28.575,20.04,94.319,95.3,2.451,2.472,0.836,777.881,46703.31,0.812,3.66,3.877,5.028,5.157,8.535,10.194,0
NLD,2012,85.576,10.194,281.37,43.091,-23.053,-3.509,307.043,-25.673,-3.932,-18.172,-2.783,432.395,66.22,340.82,52.196,47.023,8.496,16.73,6.823,-0.617,652.966,839.455,50175.56,39028.84,39933.48,52179.2,97.735,652.966,668.101,-1.031,28.919,18.725,96.977,98.45,3.305,2.818,0.824,792.042,47341.62,0.785,2.406,2.166,3.109,3.266,10.194,9.751,0
NLD,2013,85.536,9.751,289.84,43.884,-14.689,-2.199,309.368,-19.528,-2.957,-11.948,-1.809,446.999,67.68,355.777,53.868,46.841,8.433,16.78,8.204,-1.127,660.463,877.186,52276.99,39361.13,39765.79,51960.08,98.982,660.463,667.253,-0.127,28.261,18.51,99.455,99.73,1.3,2.556,0.798,827.476,49314.47,0.781,1.304,2.326,1.876,2.523,9.751,8.172,0
NLD,2014,72.931,8.172,294.353,43.831,-12.561,-1.859,309.489,-15.136,-2.254,-7.699,-1.146,455.806,67.873,370.064,55.105,46.085,8.382,16.829,8.338,-0.59,671.56,892.398,53026.48,39904.24,40212.93,52544.34,99.232,671.56,676.755,1.424,26.085,17.913,99.773,99.59,-0.14,0.32,0.809,830.319,49337.71,0.756,3.333,3.271,3.053,4.621,8.172,5.204,1
NLD,2015,39.841,5.204,296.054,42.906,-12.208,-1.764,309.465,-13.411,-1.944,-6.598,-0.956,446.069,64.647,367.77,53.299,44.849,8.458,16.901,7.887,-0.268,690.008,765.65,45302.8,40827.12,40827.12,53346.88,100.0,690.008,690.008,1.958,27.679,22.475,99.992,100.04,0.452,0.219,0.81,852.113,50418.74,0.76,7.608,14.883,5.074,7.444,5.204,7.114,0
NLD,2016,55.761,7.114,310.066,43.774,1.235,0.174,309.167,0.899,0.127,7.296,1.03,438.462,61.9,365.051,51.536,43.647,8.57,16.979,7.005,-0.073,708.337,783.844,46165.18,41718.12,41529.3,54264.39,100.455,708.337,705.131,2.192,27.601,20.488,100.106,100.8,0.76,0.114,0.796,890.399,52440.79,0.764,5.426,-1.977,4.379,1.668,7.114,8.918,0
NLD,2017,74.34,8.918,323.531,43.83,5.483,0.75,313.41,10.121,1.371,15.976,2.164,420.375,56.95,344.296,46.643,42.459,8.745,17.082,5.873,0.967,738.146,833.575,48799.87,43213.17,42482.03,55509.26,101.721,738.146,725.657,2.911,29.511,20.593,101.4,102.01,1.2,1.293,0.778,948.182,55509.26,0.773,5.706,6.174,6.009,6.489,8.918,9.32,0
NLD,2018,85.223,9.32,338.867,43.782,3.831,0.502,327.239,11.628,1.502,17.067,2.205,405.84,52.435,332.392,42.945,42.28,8.939,17.181,4.881,1.396,773.987,914.458,53224.69,45048.79,43232.95,56490.47,104.2,773.987,742.789,2.361,30.277,20.958,103.022,103.85,1.804,1.599,0.78,992.801,57784.54,0.764,3.962,4.714,3.117,4.324,9.32,6.919,1
NLD,2019,62.986,6.919,357.121,43.923,4.795,0.599,342.493,14.628,1.799,19.238,2.366,394.732,48.549,323.294,39.763,42.124,9.117,17.282,4.436,1.503,813.055,910.295,52672.5,47045.91,43820.61,57258.34,107.36,813.055,757.315,1.956,29.016,22.096,105.771,106.65,2.696,2.669,0.79,1029.21,59553.14,0.758,5.194,3.258,1.306,1.979,6.919,5.142,0
NLD,2020,46.743,5.142,351.403,44.117,17.078,2.055,380.991,-29.588,-3.715,-25.487,-3.2,435.459,54.67,356.65,44.775,47.831,9.116,17.408,4.851,-4.156,796.53,909.065,52222.36,45757.64,41814.93,54637.61,109.429,796.53,727.897,-3.885,26.898,21.756,106.941,107.58,0.872,1.106,0.795,1002.29,57577.8,0.75,-2.481,-4.671,-2.122,-4.272,5.142,12.114,0
NLD,2021,124.817,12.114,381.628,43.836,12.706,1.456,401.094,-19.466,-2.236,-16.473,-1.892,449.026,51.577,367.762,42.243,46.072,9.254,17.475,4.226,-0.224,870.587,1030.36,58960.71,49817.82,44231.8,57795.61,112.629,870.587,772.969,6.192,33.646,21.533,109.955,114.46,6.395,2.819,0.782,1113.15,63698.3,0.749,9.453,6.426,10.399,8.099,12.114,9.271,1
PRT,1980,-1.064,-3.263,,,,,,,,,,,,,,,4.185,9.766,7.824,5.61,8.137,32.607,3338.76,833.164,9339.95,16489.86,8.92,8.137,91.217,6.725,30.634,36.439,9.447,10.088,13.163,5.862,0.137,59.195,6061.16,0.441,12.1,,7.6,,-3.263,-14.428,1
PRT,1981,-4.686,-14.428,,,,,,,,,,,,,,,4.249,9.851,8.29,5.058,9.924,32.477,3296.65,1007.33,9585.47,16923.35,10.509,9.924,94.43,3.523,20.984,38.197,11.445,12.65,25.397,21.152,0.148,67.078,6809.03,0.447,5.8,6.585,-2.1,-0.592,-14.428,-10.621,0
PRT,1982,-3.258,-10.621,,,,,,,,,,,,,,,4.375,9.912,7.457,3.803,12.0,30.678,3095.1,1210.65,9733.15,17184.07,12.438,12.0,96.473,2.163,24.786,38.276,14.047,15.052,18.987,22.73,0.165,72.764,7341.16,0.455,5.9,5.872,10.8,4.833,-10.621,-5.775,0
PRT,1983,-1.632,-5.775,,,,,,,,,,,,,,,4.442,9.958,7.945,1.388,15.332,28.267,2838.66,1539.64,9782.24,17270.74,15.739,15.332,97.41,0.972,24.329,32.554,17.573,20.096,33.511,25.106,0.201,76.348,7667.11,0.449,-7.4,-6.485,21.0,20.796,-5.775,-2.401,0
PRT,1984,-0.623,-2.401,,,,,,,,,,,,,,,4.275,9.996,10.503,-3.017,18.827,25.951,2596.08,1883.4,9643.16,17025.2,19.531,18.827,96.396,-1.042,22.849,27.261,22.722,24.42,21.514,29.3,0.241,78.28,7830.89,0.425,-2.1,-2.073,14.7,14.34,-2.401,1.395,0
PRT,1985,0.38,1.395,,,,,,,,,,,,,,,4.366,10.024,8.674,-4.871,23.112,27.231,2716.65,2305.75,9774.19,17256.53,23.59,23.112,97.973,1.636,25.439,25.95,27.116,28.503,16.721,19.335,0.282,82.076,8188.29,0.417,2.8,4.634,10.5,8.319,1.395,3.078,0
PRT,1986,1.166,3.078,11.919,42.2,-2.163,,14.82,-2.901,-10.271,0.01,0.034,,,,,52.47,4.373,10.033,8.603,-5.332,28.245,37.869,3774.58,2815.29,10089.5,17813.22,27.903,28.245,101.226,3.32,26.73,25.511,30.279,31.465,10.393,11.666,0.327,86.509,8622.62,0.417,18.5,18.848,8.4,7.979,3.078,0.918,1
PRT,1987,0.435,0.918,12.399,37.257,-2.381,,15.221,-2.822,-8.479,-0.041,-0.122,,,,,45.735,4.489,10.03,7.126,-2.029,33.28,47.387,4724.45,3318.03,10862.48,19177.93,30.546,33.28,108.951,7.632,28.752,30.02,33.126,34.268,8.906,9.402,0.349,95.419,9513.26,0.432,27.6,27.402,11.2,10.135,0.918,-1.923,1
PRT,1988,-1.066,-1.923,15.039,37.859,-1.368,,16.754,-1.714,-4.316,1.095,2.756,,,,,42.175,4.605,10.02,7.069,-0.865,39.725,55.435,5532.62,3964.69,11454.44,20223.04,34.613,39.725,114.769,5.34,27.488,31.724,36.299,38.351,11.916,9.58,0.382,104.059,10385.47,0.436,22.4,21.642,10.2,8.632,-1.923,0.256,0
PRT,1989,0.153,0.256,17.82,37.97,-1.657,,19.454,-1.634,-3.481,1.372,2.924,,,,,41.451,4.708,10.005,5.059,1.559,46.931,59.806,5977.58,4690.76,12233.84,21599.09,38.343,46.931,122.4,6.649,27.925,29.862,40.877,42.755,11.482,12.611,0.407,115.329,11527.1,0.448,8.3,8.496,19.8,18.697,0.256,-0.228,0
PRT,1990,-0.181,-0.228,19.915,35.341,-4.68,,23.76,-3.846,-6.824,0.884,1.569,33.93,60.213,,,42.165,4.816,9.983,4.225,5.325,56.351,79.439,7957.24,5644.53,13224.14,23347.49,42.684,56.351,132.02,7.859,27.974,30.433,46.343,48.759,14.045,13.37,0.437,129.048,12926.5,0.465,15.6,16.121,12.0,12.976,-0.228,-0.797,0
PRT,1991,-0.716,-0.797,24.561,38.01,-5.956,,29.685,-5.124,-7.93,0.512,0.793,41.3,63.915,,,45.94,4.96,9.96,4.138,4.865,64.616,89.904,9026.3,6487.38,13701.32,24189.96,47.349,64.616,136.469,3.37,24.395,27.17,51.639,53.305,9.323,11.428,0.469,137.909,13845.94,0.469,7.2,8.363,1.1,0.451,-0.797,-0.17,0
PRT,1992,-0.184,-0.17,31.254,43.024,-4.56,,35.028,-3.773,-5.194,2.528,3.479,42.203,58.096,,,48.218,4.65,9.953,3.86,4.369,72.644,108.119,10863.49,7299.1,14141.18,24966.53,51.616,72.644,140.74,3.13,25.101,27.24,56.215,57.595,8.048,8.863,0.499,145.467,14616.12,0.435,13.5,10.993,7.5,5.445,-0.17,0.245,0
PRT,1993,0.233,0.245,29.189,38.421,-5.757,,35.312,-6.122,-8.058,-0.539,-0.709,43.48,57.231,,,46.479,4.558,9.965,5.127,0.212,75.973,95.139,9547.64,7624.2,14026.81,24764.62,54.354,75.973,139.773,-0.687,22.462,23.947,59.549,60.998,5.908,5.93,0.514,147.891,14841.52,0.424,-5.8,-1.534,-2.2,1.304,0.245,-2.203,1
PRT,1994,-2.196,-2.203,29.154,35.393,-5.142,,35.223,-6.07,-7.369,-1.138,-1.382,49.77,60.421,,,42.762,4.555,9.992,6.34,-1.54,82.371,99.692,9977.62,8244.1,14197.44,25065.86,58.068,82.371,141.854,1.489,20.705,24.708,62.509,63.361,3.873,4.971,0.537,153.299,15342.84,0.418,11.3,10.565,13.2,10.465,-2.203,-0.112,0
PRT,1995,-0.132,-0.112,33.341,37.45,-3.293,-3.61,37.92,-4.579,-5.143,-0.517,-0.581,55.389,62.215,41.822,46.976,42.593,4.525,10.026,7.917,-2.387,89.029,118.182,11787.32,8879.6,14474.82,25555.58,61.345,89.029,145.127,2.307,20.268,24.193,64.99,65.51,3.392,3.969,0.556,160.124,15970.54,0.412,9.7,9.436,12.9,13.588,-0.112,-4.49,1
PRT,1996,-5.507,-4.49,36.242,38.412,-4.103,-4.281,40.612,-4.37,-4.632,-0.437,-0.463,59.736,63.312,47.716,50.573,43.044,4.605,10.064,8.015,-1.558,94.352,122.655,12187.58,9375.25,14925.93,26352.04,62.812,94.352,150.213,3.504,19.565,24.408,66.898,67.37,2.839,2.936,0.559,168.769,16769.79,0.411,8.4,5.152,12.7,5.711,-4.49,-6.109,0
PRT,1997,-7.161,-6.109,39.657,38.754,-3.259,-3.184,43.396,-3.739,-3.654,-0.312,-0.305,60.084,58.716,47.318,46.24,42.407,4.731,10.109,7.51,,102.331,117.211,11594.76,10122.75,15513.27,27388.98,65.252,102.331,156.824,4.401,19.857,26.524,68.163,68.77,2.078,1.89,0.571,179.235,17730.23,0.412,5.34,4.346,2.09,2.022,-6.109,-7.548,0
PRT,1998,-9.369,-7.548,42.674,38.323,-4.037,-3.694,47.467,-4.793,-4.304,-1.769,-1.589,61.93,55.616,47.568,42.718,42.628,4.864,10.16,5.72,1.904,111.353,124.124,12216.69,10959.77,16177.21,28561.19,67.748,111.353,164.364,4.808,20.334,28.317,69.673,70.71,2.821,2.215,0.586,189.964,18696.87,0.421,21.515,21.276,12.482,15.097,-7.548,-8.868,0
PRT,1999,-11.315,-8.868,47.284,39.534,-3.602,-3.101,50.857,-3.573,-2.988,-0.491,-0.411,66.267,55.406,49.718,41.569,42.521,4.942,10.218,5.169,2.977,119.603,127.597,12487.71,11705.39,16714.43,29509.66,70.032,119.603,170.785,3.907,20.256,29.028,71.184,71.91,1.697,2.17,0.597,200.178,19591.12,0.422,3.123,1.965,0.899,0.056,-8.868,-10.796,0
